timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer-x,accelerometer-y,accelerometer-z,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6,spectrometer_spectrometer7
2025-02-27 23:31:19,20252025123456.0,15.0,13.0,2.0,15.0,14.0,16.0,6.0,3.0,12.0,6.0,6.0,15.0,11.0,2.0,2.0
2025-02-27 23:31:20,20252025123456.0,3.0,13.0,4.0,15.0,5.0,7.0,16.0,6.0,13.0,17.0,6.0,8.0,4.0,16.0,14.0
2025-02-27 23:31:21,20252025123456.0,13.0,1.0,6.0,10.0,8.0,11.0,1.0,18.0,8.0,4.0,10.0,13.0,11.0,7.0,14.0
2025-02-27 23:31:22,20252025123456.0,17.0,5.0,11.0,9.0,19.0,16.0,8.0,13.0,5.0,8.0,6.0,13.0,1.0,11.0,3.0
2025-02-27 23:31:23,20252025123456.0,9.0,13.0,6.0,15.0,11.0,18.0,10.0,14.0,13.0,17.0,7.0,15.0,5.0,9.0,9.0
2025-02-27 23:31:24,20252025123456.0,3.0,12.0,5.0,10.0,17.0,6.0,14.0,14.0,5.0,8.0,14.0,16.0,9.0,11.0,14.0
2025-02-27 23:31:25,20252025123456.0,11.0,8.0,5.0,12.0,16.0,12.0,5.0,16.0,11.0,12.0,10.0,5.0,10.0,4.0,16.0
2025-02-27 23:31:26,20252025123456.0,14.0,17.0,7.0,1.0,11.0,10.0,3.0,3.0,19.0,12.0,13.0,15.0,3.0,15.0,4.0
2025-02-27 23:31:27,20252025123456.0,11.0,14.0,5.0,4.0,2.0,11.0,9.0,10.0,6.0,2.0,8.0,15.0,14.0,11.0,1.0
2025-02-27 23:31:28,20252025123456.0,16.0,15.0,14.0,7.0,15.0,14.0,12.0,12.0,8.0,11.0,18.0,13.0,6.0,9.0,18.0
2025-02-27 23:31:29,20252025123456.0,10.0,3.0,5.0,4.0,3.0,5.0,15.0,7.0,19.0,3.0,19.0,16.0,8.0,16.0,13.0
2025-02-27 23:31:30,20252025123456.0,5.0,17.0,8.0,1.0,19.0,9.0,11.0,5.0,13.0,12.0,19.0,8.0,12.0,6.0,4.0
2025-02-27 23:31:31,20252025123456.0,5.0,19.0,9.0,12.0,14.0,9.0,11.0,11.0,6.0,7.0,14.0,5.0,11.0,9.0,17.0
2025-02-27 23:31:32,20252025123456.0,19.0,15.0,18.0,7.0,2.0,6.0,4.0,8.0,18.0,14.0,11.0,11.0,7.0,16.0,10.0
