timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer-x,accelerometer-y,accelerometer-z,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6,spectrometer_spectrometer7
2025-02-27 23:26:42,20252025123456.0,3.0,15.0,3.0,4.0,12.0,15.0,16.0,3.0,13.0,7.0,10.0,14.0,10.0,16.0,4.0
2025-02-27 23:26:43,20252025123456.0,15.0,13.0,2.0,15.0,14.0,16.0,6.0,3.0,12.0,6.0,6.0,15.0,11.0,2.0,2.0
2025-02-27 23:26:44,20252025123456.0,3.0,13.0,4.0,15.0,5.0,7.0,16.0,6.0,13.0,17.0,6.0,8.0,4.0,16.0,14.0
2025-02-27 23:26:45,20252025123456.0,13.0,1.0,6.0,10.0,8.0,11.0,1.0,18.0,8.0,4.0,10.0,13.0,11.0,7.0,14.0
2025-02-27 23:26:46,20252025123456.0,17.0,5.0,11.0,9.0,19.0,16.0,8.0,13.0,5.0,8.0,6.0,13.0,1.0,11.0,3.0
2025-02-27 23:26:47,20252025123456.0,9.0,13.0,6.0,15.0,11.0,18.0,10.0,14.0,13.0,17.0,7.0,15.0,5.0,9.0,9.0
2025-02-27 23:26:48,20252025123456.0,3.0,12.0,5.0,10.0,17.0,6.0,14.0,14.0,5.0,8.0,14.0,16.0,9.0,11.0,14.0
2025-02-27 23:26:49,20252025123456.0,11.0,8.0,5.0,12.0,16.0,12.0,5.0,16.0,11.0,12.0,10.0,5.0,10.0,4.0,16.0
2025-02-27 23:26:50,20252025123456.0,14.0,17.0,7.0,1.0,11.0,10.0,3.0,3.0,19.0,12.0,13.0,15.0,3.0,15.0,4.0
2025-02-27 23:26:51,20252025123456.0,11.0,14.0,5.0,4.0,2.0,11.0,9.0,10.0,6.0,2.0,8.0,15.0,14.0,11.0,1.0
2025-02-27 23:26:52,20252025123456.0,16.0,15.0,14.0,7.0,15.0,14.0,12.0,12.0,8.0,11.0,18.0,13.0,6.0,9.0,18.0
2025-02-27 23:26:53,20252025123456.0,10.0,3.0,5.0,4.0,3.0,5.0,15.0,7.0,19.0,3.0,19.0,16.0,8.0,16.0,13.0
2025-02-27 23:26:54,20252025123456.0,5.0,17.0,8.0,1.0,19.0,9.0,11.0,5.0,13.0,12.0,19.0,8.0,12.0,6.0,4.0
2025-02-27 23:26:55,20252025123456.0,5.0,19.0,9.0,12.0,14.0,9.0,11.0,11.0,6.0,7.0,14.0,5.0,11.0,9.0,17.0
2025-02-27 23:26:56,20252025123456.0,19.0,15.0,18.0,7.0,2.0,6.0,4.0,8.0,18.0,14.0,11.0,11.0,7.0,16.0,10.0
2025-02-27 23:26:57,20252025123456.0,19.0,4.0,18.0,8.0,3.0,8.0,3.0,18.0,2.0,10.0,8.0,16.0,14.0,17.0,6.0
2025-02-27 23:26:58,20252025123456.0,12.0,12.0,2.0,1.0,3.0,2.0,18.0,16.0,19.0,11.0,12.0,5.0,13.0,18.0,17.0
2025-02-27 23:26:59,20252025123456.0,7.0,15.0,2.0,5.0,6.0,11.0,15.0,9.0,5.0,16.0,10.0,7.0,11.0,11.0,6.0
2025-02-27 23:27:00,20252025123456.0,18.0,15.0,14.0,9.0,10.0,16.0,8.0,18.0,18.0,16.0,7.0,11.0,11.0,19.0,18.0
2025-02-27 23:27:01,20252025123456.0,1.0,4.0,8.0,16.0,14.0,2.0,8.0,15.0,6.0,17.0,17.0,5.0,17.0,4.0,19.0
2025-02-27 23:27:02,20252025123456.0,2.0,4.0,14.0,15.0,18.0,6.0,17.0,19.0,16.0,10.0,16.0,8.0,6.0,16.0,19.0
2025-02-27 23:27:03,20252025123456.0,7.0,13.0,10.0,6.0,11.0,8.0,2.0,9.0,14.0,9.0,10.0,14.0,6.0,14.0,3.0
2025-02-27 23:27:04,20252025123456.0,15.0,14.0,12.0,10.0,8.0,3.0,8.0,12.0,10.0,9.0,18.0,7.0,18.0,6.0,6.0
2025-02-27 23:27:05,20252025123456.0,9.0,14.0,2.0,4.0,6.0,9.0,8.0,7.0,12.0,10.0,7.0,14.0,14.0,18.0,15.0
2025-02-27 23:27:06,20252025123456.0,14.0,19.0,11.0,5.0,10.0,10.0,7.0,12.0,4.0,10.0,19.0,13.0,5.0,8.0,9.0
2025-02-27 23:27:07,20252025123456.0,18.0,8.0,13.0,1.0,6.0,18.0,2.0,5.0,14.0,19.0,5.0,8.0,9.0,7.0,19.0
2025-02-27 23:27:08,20252025123456.0,3.0,18.0,10.0,18.0,10.0,1.0,6.0,17.0,12.0,13.0,14.0,5.0,5.0,9.0,11.0
2025-02-27 23:27:09,20252025123456.0,10.0,12.0,8.0,13.0,17.0,19.0,6.0,10.0,14.0,7.0,17.0,17.0,16.0,2.0,14.0
2025-02-27 23:27:10,20252025123456.0,5.0,9.0,11.0,11.0,6.0,2.0,9.0,19.0,2.0,7.0,1.0,12.0,15.0,18.0,14.0
2025-02-27 23:27:11,20252025123456.0,5.0,16.0,2.0,11.0,3.0,4.0,14.0,1.0,2.0,7.0,2.0,18.0,6.0,13.0,5.0
2025-02-27 23:27:12,20252025123456.0,4.0,18.0,18.0,12.0,5.0,8.0,13.0,1.0,19.0,1.0,19.0,6.0,15.0,5.0,7.0
2025-02-27 23:27:13,20252025123456.0,19.0,11.0,19.0,3.0,17.0,17.0,18.0,17.0,6.0,14.0,1.0,13.0,9.0,5.0,6.0
2025-02-27 23:27:14,20252025123456.0,11.0,17.0,10.0,11.0,4.0,2.0,17.0,9.0,12.0,5.0,9.0,10.0,8.0,13.0,14.0
2025-02-27 23:27:15,20252025123456.0,11.0,18.0,16.0,9.0,19.0,14.0,13.0,15.0,14.0,1.0,19.0,11.0,3.0,9.0,11.0
2025-02-27 23:27:16,20252025123456.0,14.0,4.0,4.0,16.0,14.0,8.0,7.0,11.0,3.0,19.0,4.0,12.0,7.0,7.0,17.0
2025-02-27 23:27:17,20252025123456.0,3.0,6.0,11.0,1.0,5.0,6.0,17.0,9.0,6.0,19.0,19.0,19.0,18.0,8.0,5.0
2025-02-27 23:27:18,20252025123456.0,7.0,17.0,8.0,13.0,9.0,17.0,5.0,16.0,11.0,1.0,3.0,11.0,6.0,6.0,4.0
2025-02-27 23:27:19,20252025123456.0,16.0,17.0,18.0,17.0,13.0,19.0,18.0,17.0,18.0,6.0,14.0,10.0,6.0,6.0,1.0
