timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer-x,accelerometer-y,accelerometer-z,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6
2025-03-08 15:09:37,2.0,198.0,3.62,34.710945,-86.640762,250.0,0.932,-0.474,-0.751,3269.0,4389.0,7672.0,8658.0,5107.0,8997.0
2025-03-08 15:09:39,5.0,167.0,3.4,34.711742,-86.64138,250.0,0.992,0.192,-0.805,805.0,645.0,7276.0,4364.0,7655.0,9041.0
2025-03-08 15:09:40,7.0,204.0,3.14,34.711284,-86.640678,250.0,-0.638,0.743,0.21,4597.0,3115.0,8069.0,2156.0,1244.0,5841.0
2025-03-08 15:09:41,8.0,188.0,3.64,34.711387,-86.641304,250.0,-0.153,-0.292,0.71,1722.0,2284.0,1706.0,4664.0,7060.0,1922.0
2025-03-08 15:09:42,9.0,179.0,2.38,34.711425,-86.640953,250.0,-0.223,-0.541,-0.716,1407.0,6189.0,8081.0,8246.0,850.0,8919.0
2025-03-08 15:09:44,10.0,102.0,3.78,34.711219,-86.64151,250.0,-0.347,0.624,-0.594,7563.0,2168.0,5143.0,7430.0,3149.0,1130.0
2025-03-08 15:09:46,12.0,245.0,2.2,34.711349,-86.64096,250.0,-0.837,0.415,-0.776,5401.0,4755.0,8883.0,2393.0,9171.0,5382.0
2025-03-08 15:09:56,20.0,190.0,2.24,34.711147,-86.641464,250.0,0.341,-0.016,0.488,8643.0,6148.0,5052.0,5581.0,5050.0,4622.0
2025-03-08 15:09:57,21.0,150.0,3.59,34.710979,-86.640724,250.0,0.989,-0.148,-0.78,4715.0,1328.0,3285.0,3388.0,8081.0,1516.0
2025-03-08 15:09:58,22.0,211.0,4.54,34.711082,-86.641624,250.0,0.051,-0.814,-0.578,8847.0,4577.0,1779.0,4268.0,9896.0,4023.0
2025-03-08 15:09:59,23.0,157.0,4.23,34.711433,-86.641273,250.0,0.452,-0.03,-0.326,7935.0,8812.0,5235.0,3032.0,5689.0,839.0
2025-03-08 15:10:00,24.0,183.0,2.13,34.710857,-86.64154,250.0,0.238,-0.448,-0.837,9653.0,7469.0,5706.0,5406.0,9638.0,6194.0
2025-03-08 15:10:05,28.0,204.0,4.05,34.71154,-86.641014,250.0,-0.096,-0.551,0.024,7128.0,1223.0,7994.0,7828.0,8755.0,8798.0
2025-03-08 15:10:06,29.0,183.0,2.12,34.710914,-86.641548,250.0,-0.354,-0.601,0.031,7829.0,6914.0,8091.0,9715.0,1333.0,9704.0
2025-03-08 15:10:07,30.0,213.0,3.62,34.71149,-86.641113,250.0,0.331,-0.476,-0.96,7224.0,3668.0,9220.0,4538.0,4586.0,1607.0
2025-03-08 15:10:08,31.0,206.0,2.39,34.711425,-86.640998,250.0,0.021,-0.886,0.811,3663.0,2230.0,9907.0,5333.0,5009.0,4027.0
2025-03-08 15:10:10,32.0,243.0,4.02,34.71157,-86.641502,250.0,-0.282,-0.574,0.257,9008.0,5076.0,9033.0,1597.0,546.0,9376.0
2025-03-08 15:10:11,33.0,292.0,4.04,34.711639,-86.641403,250.0,0.596,0.904,0.109,4653.0,1586.0,2523.0,1629.0,499.0,3754.0
2025-03-08 15:10:12,34.0,134.0,4.1,34.71128,-86.641075,250.0,0.755,0.042,0.136,1886.0,4629.0,6886.0,3254.0,5922.0,3458.0
2025-03-08 15:10:13,35.0,168.0,3.95,34.710781,-86.641006,250.0,0.771,0.131,-0.007,7200.0,9663.0,2778.0,7653.0,4691.0,6587.0
2025-03-08 15:10:14,36.0,236.0,2.54,34.710906,-86.6408,250.0,0.663,0.434,-0.728,2040.0,3308.0,7718.0,5260.0,9477.0,2237.0
