timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer-x,accelerometer-y,accelerometer-z,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6
2025-03-06 22:25:23,8.0,260.0,3.83,34.711597,-86.641654,116.0,-0.609,-0.136,-0.709,2805.0,3530.0,102.0,3848.0,155.0,686.0
2025-03-06 22:25:24,9.0,168.0,2.36,34.711334,-86.641387,89.0,-0.808,0.597,-0.955,2669.0,8403.0,163.0,5559.0,110.0,6868.0
2025-03-06 22:25:25,10.0,197.0,2.85,34.711685,-86.641159,88.0,0.14,0.305,0.251,8700.0,8590.0,3818.0,4653.0,4289.0,6254.0
2025-03-06 22:25:26,8.0,3710.0,2213.0,5993.0,524.0,6663.0,615.0,8072.0,8442.0,5776.0,364.0,8840.0,3408.0,5103.0,8806.0
2025-03-06 22:25:30,14.0,246.0,3.57,34.711662,-86.641532,112.0,-0.627,0.882,0.041,7168.0,4513.0,9400.0,8853.0,6825.0,1827.0
2025-03-06 22:25:31,15.0,173.0,4.75,34.711029,-86.640724,103.0,0.482,0.129,0.693,2416.0,5140.0,6904.0,3858.0,3700.0,8520.0
2025-03-06 22:25:32,16.0,55.0,2.8,34.711315,-86.641456,90.0,0.169,-0.342,0.119,1781.0,7433.0,5137.0,6707.0,3444.0,5366.0
2025-03-06 22:25:33,17.0,287.0,3.28,34.711307,-86.641029,109.0,-0.864,-0.73,0.931,5163.0,7291.0,8936.0,2548.0,7969.0,9086.0
2025-03-06 22:25:34,18.0,238.0,3.82,34.711769,-86.641372,87.0,-0.542,-0.377,-0.187,8591.0,7729.0,7765.0,2756.0,9302.0,6479.0
2025-03-06 22:25:35,19.0,140.0,2.49,34.710937,-86.641143,99.0,0.914,-0.636,0.248,9830.0,772.0,951.0,8099.0,5563.0,1681.0
2025-03-06 22:25:36,20.0,142.0,2.37,34.711383,-86.640823,92.0,-0.31,-0.667,0.336,8340.0,1684.0,9297.0,7544.0,9319.0,8619.0
2025-03-06 22:25:38,21.0,171.0,3.0,34.711723,-86.641296,103.0,-0.559,-0.099,0.649,2744.0,5198.0,9332.0,7475.0,7885.0,5504.0
