timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer-x,accelerometer-y,accelerometer-z,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6
2025-03-08 15:12:07,6.0,199.0,4.37,34.711441,-86.640937,250.0,0.359,-0.348,-0.89,2125.0,6395.0,2267.0,8251.0,2713.0,8708.0
2025-03-08 15:12:07,5.0,195.0,3.17,34.710845,-86.640953,250.0,-0.274,-0.439,0.302,3800.0,6628.0,6620.0,4688.0,5924.0,418.0
2025-03-08 15:12:08,8.0,127.0,3.29,34.711711,-86.64122,250.0,-0.254,-0.277,0.801,7814.0,188.0,2841.0,9120.0,7380.0,2427.0
2025-03-08 15:12:08,200.0,4.13,34.711669,-86.641181,250.0,0.708,0.101,0.502,7475.0,3651.0,564.0,2535.0,8400.0,9863.0,2590.0
2025-03-08 15:12:10,9.0,78.0,4.42,34.711139,-86.641387,250.0,-0.274,-0.964,-0.585,3834.0,8611.0,3173.0,2631.0,4217.0,3469.0
2025-03-08 15:12:11,10.0,74.0,3.87,34.710788,-86.64093,250.0,-0.833,0.422,0.166,4470.0,1412.0,9890.0,8254.0,9492.0,7290.0
2025-03-08 15:12:12,11.0,198.0,4.56,34.711181,-86.641166,250.0,0.598,0.4,-0.458,6405.0,6507.0,2470.0,2238.0,9189.0,8141.0
2025-03-08 15:12:13,12.0,111.0,4.13,34.711349,-86.641494,250.0,0.231,-0.169,0.78,8944.0,580.0,9611.0,8835.0,4169.0,3291.0
2025-03-08 15:12:16,15.0,263.0,4.57,34.71141,-86.640914,250.0,-0.232,-0.882,0.355,252.0,6404.0,9144.0,4842.0,185.0,4675.0
2025-03-08 15:12:20,18.0,172.0,4.93,34.711486,-86.641525,250.0,0.917,-0.119,0.125,4147.0,2683.0,7848.0,7009.0,6135.0,4500.0
2025-03-08 15:12:21,19.0,191.0,2.74,34.711288,-86.641433,250.0,0.0,0.614,-0.853,8907.0,7592.0,6097.0,6434.0,7722.0,8906.0
2025-03-08 15:12:22,20.0,53.0,2.49,34.71138,-86.640678,250.0,-0.85,-0.205,-0.947,8358.0,1902.0,6474.0,7208.0,4074.0,7621.0
2025-03-08 15:12:23,21.0,116.0,2.87,34.7112,-86.641349,250.0,0.076,0.742,0.06,2198.0,7467.0,2380.0,3178.0,2888.0,4965.0
2025-03-08 15:12:25,22.0,263.0,4.6,34.711448,-86.640914,250.0,-0.977,-0.49,0.945,4333.0,5390.0,2996.0,2390.0,7172.0,1400.0
2025-03-08 15:12:26,23.0,238.0,4.09,34.711574,-86.641029,250.0,-0.366,-0.895,0.293,9472.0,4643.0,6766.0,1620.0,5230.0,5538.0
2025-03-08 15:12:27,24.0,273.0,2.65,34.7117,-86.640846,250.0,-0.133,0.501,-0.043,8055.0,5384.0,5036.0,9407.0,8645.0,4910.0
2025-03-08 15:12:29,26.0,210.0,3.79,34.711074,-86.640846,250.0,-0.597,0.464,-0.406,2910.0,4524.0,338.0,3951.0,9174.0,8506.0
2025-03-08 15:12:30,27.0,147.0,4.03,34.711147,-86.640716,250.0,-0.659,0.381,-0.193,5492.0,518.0,3485.0,4583.0,4278.0,2236.0
2025-03-08 15:12:33,29.0,96.0,4.04,34.711368,-86.641433,250.0,-0.899,-0.919,0.925,3147.0,8945.0,2077.0,2836.0,5874.0,477.0
2025-03-08 15:12:34,30.0,287.0,2.09,34.710895,-86.641357,250.0,0.523,0.45,0.843,757.0,4627.0,1395.0,8839.0,1902.0,7413.0
2025-03-08 15:12:36,32.0,160.0,3.58,34.711124,-86.640907,250.0,-0.293,-0.046,-0.866,8882.0,2172.0,1573.0,907.0,4254.0,3192.0
2025-03-08 15:12:37,33.0,262.0,4.83,34.711727,-86.641365,250.0,0.919,-0.367,0.471,3651.0,7532.0,1874.0,288.0,8754.0,6051.0
2025-03-08 15:12:38,34.0,54.0,2.83,34.711143,-86.640899,250.0,0.962,0.889,0.239,768.0,351.0,4663.0,182.0,1987.0,9244.0
2025-03-08 15:12:40,35.0,257.0,2.46,34.711521,-86.640922,250.0,-0.289,-0.006,-0.497,1569.0,6355.0,4930.0,4189.0,4686.0,4014.0
2025-03-08 15:12:41,36.0,218.0,4.37,34.711303,-86.640762,250.0,-0.913,-0.05,-0.666,5754.0,3849.0,2285.0,6480.0,459.0,1397.0
2025-03-08 15:12:42,37.0,67.0,3.92,34.710929,-86.641181,250.0,0.201,-0.447,0.086,534.0,3554.0,391.0,2374.0,6117.0,6034.0
2025-03-08 15:12:43,38.0,179.0,3.47,34.710998,-86.641014,250.0,-0.353,0.289,-0.585,8972.0,8091.0,8652.0,4212.0,7389.0,6734.0
2025-03-08 15:12:44,39.0,278.0,3.95,34.711044,-86.640953,250.0,-0.471,0.4,0.449,4427.0,6533.0,6297.0,8457.0,5992.0,2389.0
2025-03-08 15:12:45,40.0,260.0,3.89,34.711189,-86.641113,250.0,0.265,-0.068,0.562,9952.0,4262.0,800.0,1557.0,8129.0,8833.0
2025-03-08 15:12:46,41.0,250.0,4.05,34.710838,-86.64093,250.0,0.704,0.146,-0.758,703.0,7026.0,8415.0,9987.0,1769.0,6526.0
2025-03-08 15:12:48,42.0,65.0,2.97,34.710922,-86.641471,250.0,-0.964,0.391,0.138,9352.0,7612.0,159.0,3376.0,369.0,5709.0
2025-03-08 15:12:49,43.0,192.0,4.25,34.710968,-86.641571,250.0,-0.944,0.627,0.88,6844.0,2544.0,2777.0,2756.0,4738.0,5786.0
2025-03-08 15:12:50,44.0,232.0,3.5,34.711673,-86.640747,250.0,0.289,-0.983,-0.802,5662.0,3688.0,1672.0,9430.0,5533.0,359.0
2025-03-08 15:12:51,45.0,61.0,4.98,34.711257,-86.640762,250.0,-0.697,0.755,-0.809,1590.0,426.0,861.0,7397.0,7722.0,4399.0
2025-03-08 15:12:52,46.0,215.0,3.61,34.711345,-86.640846,250.0,-0.517,-0.588,-0.396,7633.0,7180.0,521.0,4583.0,189.0,2034.0
2025-03-08 15:12:53,47.0,85.0,3.55,34.711242,-86.641403,250.0,0.036,0.325,0.43,6604.0,1391.0,8289.0,9825.0,1234.0,7982.0
2025-03-08 15:12:56,49.0,102.0,4.54,34.710807,-86.64138,250.0,0.984,0.827,-0.749,4915.0,8819.0,4222.0,4758.0,8812.0,3348.0
2025-03-08 15:12:57,50.0,132.0,3.23,34.711544,-86.640754,250.0,-0.408,0.127,0.027,7027.0,864.0,1324.0,9891.0,9606.0,567.0
2025-03-08 15:13:05,57.0,150.0,2.71,34.710937,-86.64151,250.0,-0.78,-0.5,-0.699,4287.0,2940.0,7283.0,2215.0,9637.0,1020.0
2025-03-08 15:13:06,58.0,290.0,3.67,34.711544,-86.640739,250.0,0.954,0.447,-0.757,3237.0,2201.0,4924.0,947.0,6072.0,1333.0
2025-03-08 15:13:07,59.0,269.0,4.12,34.711723,-86.641464,250.0,-0.092,0.513,0.827,1722.0,3920.0,2617.0,2783.0,7252.0,1889.0
2025-03-08 15:13:08,60.0,163.0,4.74,34.711673,-86.640869,250.0,-0.704,-0.047,0.017,5435.0,5527.0,9033.0,332.0,331.0,751.0
2025-03-08 15:13:10,61.0,209.0,3.19,34.711078,-86.640808,250.0,-0.022,0.459,-0.875,508.0,7519.0,2244.0,3612.0,3150.0,7967.0
2025-03-08 15:13:11,62.0,135.0,4.21,34.711257,-86.641349,250.0,-0.557,-0.124,-0.707,3937.0,6785.0,4258.0,2873.0,8091.0,618.0
2025-03-08 15:13:13,64.0,248.0,3.7,34.710887,-86.641616,250.0,0.981,0.991,0.747,6059.0,2822.0,3091.0,1588.0,4335.0,4013.0
2025-03-08 15:13:14,65.0,138.0,4.1,34.711627,-86.640693,250.0,0.902,-0.111,0.803,2221.0,8679.0,725.0,7659.0,7838.0,7303.0
2025-03-08 15:13:17,67.0,71.0,2.37,34.711158,-86.640716,250.0,-0.75,0.403,-0.856,1585.0,8988.0,9767.0,2836.0,1436.0,1408.0
2025-03-08 15:13:18,68.0,259.0,4.42,34.711383,-86.640731,250.0,-0.971,-0.062,0.644,8224.0,4951.0,4715.0,128.0,1164.0,6318.0
2025-03-08 15:13:19,69.0,269.0,2.3,34.71154,-86.64096,250.0,-0.812,-0.988,0.415,9951.0,3433.0,5707.0,2434.0,7588.0,3928.0
2025-03-08 15:13:21,71.0,189.0,4.2,34.711387,-86.64109,250.0,0.731,0.747,0.719,6815.0,9687.0,2470.0,402.0,5538.0,754.0
2025-03-08 15:13:22,72.0,209.0,2.05,34.711307,-86.640754,250.0,0.32,0.418,-0.35,8935.0,1343.0,6085.0,9509.0,4255.0,6680.0
2025-03-08 15:13:23,73.0,269.0,2.63,34.710857,-86.640693,250.0,-0.524,0.408,-0.606,7811.0,2895.0,4205.0,7245.0,5369.0,9520.0
2025-03-08 15:13:25,74.0,130.0,4.93,34.71136,-86.640914,250.0,0.484,-0.158,-0.171,3383.0,994.0,4939.0,1867.0,3963.0,9229.0
2025-03-08 15:13:26,75.0,155.0,3.17,34.71146,-86.640777,250.0,0.474,0.613,0.129,1871.0,4718.0,2972.0,9777.0,4663.0,1094.0
2025-03-08 15:13:27,76.0,177.0,2.13,34.711063,-86.64141,250.0,-0.831,0.111,0.026,7065.0,4587.0,5726.0,5257.0,3833.0,9142.0
2025-03-08 15:13:28,77.0,207.0,3.28,34.71162,-86.640846,250.0,0.052,0.942,0.181,2673.0,562.0,7246.0,7826.0,167.0,8508.0
2025-03-08 15:13:29,78.0,167.0,4.03,34.711006,-86.641014,250.0,0.031,0.717,0.36,605.0,650.0,2809.0,1553.0,9077.0,1133.0
2025-03-08 15:13:30,79.0,172.0,3.88,34.711437,-86.641014,250.0,-0.979,0.465,0.87,6034.0,265.0,5400.0,6609.0,2003.0,6687.0
2025-03-08 15:13:32,80.0,109.0,4.8,34.711605,-86.641654,250.0,0.056,0.766,-0.757,5305.0,6851.0,7093.0,1548.0,7335.0,6804.0
2025-03-08 15:13:33,81.0,135.0,4.45,34.711048,-86.640975,250.0,0.396,-0.467,-0.342,8100.0,4504.0,7082.0,7542.0,8465.0,5161.0
2025-03-08 15:13:34,82.0,221.0,2.54,34.711708,-86.640853,250.0,0.631,-0.587,0.999,8451.0,3038.0,5265.0,6198.0,9025.0,216.0
2025-03-08 15:13:35,83.0,151.0,3.44,34.711223,-86.641235,250.0,0.425,-0.725,-0.418,5801.0,3039.0,5293.0,7013.0,9742.0,7889.0
2025-03-08 15:13:36,84.0,218.0,4.92,34.711624,-86.641448,250.0,-0.8,0.338,0.197,829.0,9288.0,9227.0,5842.0,2245.0,8020.0
2025-03-08 15:13:38,86.0,220.0,3.81,34.711387,-86.641304,250.0,-0.775,-0.965,0.804,7784.0,1761.0,6865.0,7256.0,892.0,2444.0
2025-03-08 15:13:42,89.0,112.0,2.1,34.711097,-86.641487,250.0,-0.843,-0.014,-0.435,6184.0,6368.0,3981.0,5657.0,2411.0,1575.0
2025-03-08 15:13:43,90.0,103.0,2.35,34.710948,-86.640777,250.0,0.955,-0.613,-0.871,7523.0,487.0,9810.0,9704.0,8091.0,4439.0
2025-03-08 15:13:44,91.0,266.0,3.8,34.711181,-86.640975,250.0,-0.516,0.213,0.296,3769.0,8858.0,4077.0,9985.0,7632.0,7395.0
2025-03-08 15:13:45,92.0,295.0,4.06,34.711315,-86.641632,250.0,-0.42,-0.04,0.618,8473.0,7730.0,9338.0,5173.0,3479.0,5405.0
2025-03-08 15:13:55,100.0,172.0,4.38,34.711452,-86.641372,250.0,0.66,0.121,-0.386,5441.0,6647.0,3301.0,5031.0,6359.0,6289.0
2025-03-08 15:13:56,101.0,123.0,4.49,34.711555,-86.641006,250.0,0.534,0.847,0.211,1122.0,7039.0,7235.0,417.0,293.0,3406.0
2025-03-08 15:13:57,102.0,240.0,2.32,34.71136,-86.641448,250.0,0.917,0.288,0.318,4495.0,9635.0,7719.0,4460.0,5934.0,5962.0
2025-03-08 15:13:58,103.0,238.0,2.01,34.711528,-86.641342,250.0,-0.042,0.253,-0.286,2874.0,2540.0,7820.0,9131.0,4671.0,7192.0
2025-03-08 15:13:59,104.0,151.0,3.76,34.711627,-86.641166,250.0,-0.062,-0.341,-0.258,3983.0,4117.0,9914.0,2296.0,5910.0,9349.0
2025-03-08 15:14:00,105.0,122.0,3.03,34.71083,-86.641555,250.0,-0.913,-0.161,0.488,4089.0,5980.0,3486.0,1288.0,8621.0,2158.0
2025-03-08 15:14:02,106.0,199.0,4.86,34.711303,-86.641586,250.0,-0.217,-0.731,0.594,3210.0,3167.0,9009.0,6310.0,6407.0,7541.0
2025-03-08 15:14:03,107.0,113.0,3.61,34.711074,-86.641311,250.0,-0.118,0.79,0.385,2582.0,8211.0,8231.0,1173.0,8364.0,8242.0
2025-03-08 15:14:04,108.0,180.0,2.25,34.711616,-86.640724,250.0,0.832,-0.436,0.294,8159.0,3063.0,386.0,7794.0,9627.0,9137.0
