timestamp,packet-counter,lidar-lite-v3,spectrometer-voltage,latitude,longitude,altitude,accelerometer,spectrometer_spectrometer1,spectrometer_spectrometer2,spectrometer_spectrometer3,spectrometer_spectrometer4,spectrometer_spectrometer5,spectrometer_spectrometer6
2025-03-08 17:02:04,2.0,281.0,3.18,34.711246,-86.641426,250.0,-0.823,0.659,-0.904,2431.0,2276.0,119.0,7604.0
2025-03-08 17:02:05,3.0,83.0,2.57,34.711166,-86.641532,250.0,-0.049,0.818,-0.097,8613.0,3151.0,6271.0,8959.0
2025-03-08 17:02:06,4.0,199.0,4.42,34.710941,-86.640747,250.0,-0.19,0.302,0.2,9704.0,5957.0,9300.0,2589.0
2025-03-08 17:02:08,5.0,130.0,3.7,34.710784,-86.641,0.647,8980.0,1557.0,1966.0,7248.0,8089.0,7404.0,5417.0
2025-03-08 17:02:10,7.0,186.0,2.47,34.711257,-86.641639,250.0,-0.801,0.937,0.411,1237.0,2606.0,1004.0,3483.0
2025-03-08 17:02:11,8.0,286.0,4.97,34.711391,-86.64141,250.0,0.25,-0.681,0.931,6109.0,788.0,4216.0,6241.0
2025-03-08 17:02:12,9.0,57.0,2.06,34.711044,-86.641578,250.0,0.589,0.086,0.503,1822.0,3326.0,832.0,5528.0
2025-03-08 17:02:13,10.0,89.0,3.21,34.710811,-86.64154,250.0,0.641,-0.97,0.754,8152.0,2568.0,597.0,3147.0
2025-03-08 17:02:14,11.0,99.0,3.41,34.711456,-86.641647,250.0,-0.008,0.278,0.774,6826.0,4527.0,3420.0,4584.0
2025-03-08 17:02:15,12.0,103.0,4.31,34.711231,-86.640747,250.0,0.09,0.413,-0.809,3867.0,3766.0,9488.0,7389.0
2025-03-08 17:02:17,13.0,281.0,2.51,34.711612,-86.640853,250.0,0.162,0.823,0.727,5702.0,3657.0,9652.0,1600.0
2025-03-08 17:02:18,14.0,181.0,3.13,34.711013,-86.641197,250.0,-0.514,-0.866,-0.537,9668.0,327.0,2951.0,5500.0
2025-03-08 17:02:27,22.0,260.0,4.52,34.711601,-86.640739,250.0,0.016,-0.21,-0.381,6030.0,2704.0,3964.0,4581.0
2025-03-08 17:02:28,23.0,136.0,4.56,34.711055,-86.640769,250.0,0.3,0.604,0.486,6303.0,9658.0,8698.0,3665.0
2025-03-08 17:02:29,24.0,162.0,4.95,34.710956,-86.641471,250.0,-0.78,0.617,0.401,3283.0,9307.0,5748.0,4846.0
2025-03-08 17:02:30,25.0,286.0,2.63,34.711448,-86.641082,250.0,-0.9,0.554,0.594,4773.0,6803.0,7245.0,2164.0
2025-03-08 17:02:36,30.0,164.0,3.56,34.711383,-86.641052,250.0,0.502,-0.958,0.234,8804.0,9696.0,1419.0,1105.0
2025-03-08 17:02:37,31.0,91.0,2.38,34.711597,-86.64083,250.0,-0.168,-0.766,-0.929,4778.0,1307.0,8471.0,4018.0
2025-03-08 17:02:39,32.0,133.0,2.09,34.711204,-86.641555,250.0,0.575,-0.089,-0.22,4324.0,6555.0,3162.0,8327.0
2025-03-08 17:02:40,33.0,51.0,4.78,34.711711,-86.641494,250.0,0.48,0.569,-0.729,2666.0,3223.0,4932.0,4347.0
2025-03-08 17:02:41,34.0,275.0,4.48,34.710815,-86.641441,250.0,0.29,0.496,-0.333,4937.0,8729.0,9476.0,6406.0
2025-03-08 17:02:42,35.0,61.0,4.37,34.71165,-86.640876,250.0,0.58,0.51,0.513,4604.0,3521.0,2857.0,517.0
2025-03-08 17:02:43,36.0,224.0,2.39,34.711624,-86.640846,250.0,0.05,-0.738,0.897,3017.0,5680.0,7478.0,9453.0
2025-03-08 17:02:44,37.0,135.0,3.0,34.711578,-86.641326,250.0,0.283,0.07,0.801,7717.0,6655.0,7103.0,8764.0
2025-03-08 17:02:45,38.0,104.0,2.6,34.711517,-86.641349,250.0,0.09,0.467,-0.478,7168.0,1718.0,1456.0,3389.0
2025-03-08 17:02:47,39.0,172.0,4.57,34.711055,-86.641151,250.0,-0.721,0.018,-0.835,608.0,3389.0,1598.0,9354.0
2025-03-08 17:02:48,40.0,138.0,4.69,34.711124,-86.641548,250.0,0.963,0.581,0.528,4490.0,2225.0,5715.0,3860.0
2025-03-08 17:02:49,41.0,225.0,2.73,34.710975,-86.641242,250.0,-0.284,0.46,-0.04,2832.0,8805.0,2960.0,4165.0
2025-03-08 17:02:50,42.0,109.0,2.61,34.710998,-86.641105,250.0,0.655,-0.389,0.129,8525.0,9451.0,830.0,623.0
2025-03-08 17:02:51,43.0,157.0,4.72,34.711582,-86.641487,250.0,0.46,0.386,0.266,5549.0,632.0,9833.0,8048.0
2025-03-08 17:02:52,44.0,286.0,3.86,34.710918,-86.64093,250.0,0.699,0.992,0.28,9718.0,2924.0,3708.0,5147.0
2025-03-08 17:02:54,45.0,126.0,4.03,34.71173,-86.641532,250.0,0.371,0.067,0.161,8432.0,327.0,4937.0,4675.0
2025-03-08 17:02:55,46.0,197.0,3.56,34.710872,-86.641426,250.0,-0.038,-0.274,0.239,231.0,9469.0,2495.0,5531.0
2025-03-08 17:02:56,47.0,267.0,2.79,34.711479,-86.641578,250.0,-0.051,-0.132,-0.374,2833.0,5252.0,7616.0,7996.0
2025-03-08 17:02:57,48.0,51.0,4.86,34.711128,-86.641395,250.0,0.515,0.573,0.712,6912.0,6807.0,1731.0,9182.0
2025-03-08 17:02:58,49.0,215.0,4.36,34.711475,-86.641601,250.0,0.788,-0.107,0.601,3276.0,7643.0,5725.0,9554.0
2025-03-08 17:02:59,50.0,196.0,2.79,34.711673,-86.640968,250.0,-0.006,0.203,0.55,6339.0,3294.0,4919.0,3802.0
